,train_name,train_number,source,destination,distance,total_time,departure,arrival
1015,GANDHIDHAM - HOWRAH Garbha Exp,12937,GANDHIDHAM BG,HOWRAH JN,2509,1 days 20:05:00,17:00:00,13:05:00
1016,HOWRAH - GANDHIDHAM Garbha Exp,12938,HOWRAH JN,GANDHIDHAM BG,2509,1 days 18:15:00,23:00:00,17:15:00
1017,Pune-Jaipur SF Express,12939,PUNE JN,JAIPUR,1302,0 days 22:20:00,15:20:00,13:40:00
1018,Jaipur-Pune SF Express,12940,JAIPUR,PUNE JN,1302,0 days 22:50:00,09:15:00,08:05:00
1019,Chennai Beach TambaramEMU (12 car),40025,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:37:00,09:32:00
1020,CKP ROU SARANDA PASSENGER,58115,CHAKRADHARPUR,ROURKELA,101,0 days 02:10:00,05:35:00,07:45:00
1021,Gujarat Mail,12901,Mumbai Central,AHMEDABAD JN,491,0 days 08:40:00,21:45:00,06:25:00
1022,Gujarat Mail,12902,AHMEDABAD JN,Mumbai Central,491,0 days 08:45:00,22:00:00,06:45:00
1023,Maharashtra Sampark Kranti Express,12907,MUMBAI BANDRA TERMINUS,DELHI H NIZAMUDDIN,1366,0 days 20:55:00,16:50:00,13:45:00
1024,Bandra Terminus- Hazrat Nizamuddin Garib Rath,12909,MUMBAI BANDRA TERMINUS,DELHI H NIZAMUDDIN,1366,0 days 16:50:00,16:55:00,09:45:00
1025,Ashram SF Express,12915,AHMEDABAD JN,OLD DELHI,933,0 days 15:40:00,18:30:00,10:10:00
1026,Ashram SF Express,12916,OLD DELHI,AHMEDABAD JN,933,0 days 16:20:00,15:20:00,07:40:00
1027,Gujarat Sampark Kranti Express,12917,AHMEDABAD JN,DELHI H NIZAMUDDIN,1085,0 days 17:20:00,17:20:00,10:40:00
1028,Karnavati Express,12933,Mumbai Central,AHMEDABAD JN,491,0 days 07:45:00,13:40:00,21:25:00
1029,Karnavati Express,12934,AHMEDABAD JN,Mumbai Central,491,0 days 07:40:00,04:55:00,12:35:00
1030,Valsad-Kanpur Udyogkarmi Express,12943,VALSAD,KANPUR CENTRAL,1305,0 days 23:50:00,19:40:00,19:30:00
1031,Kanpur-Valsad Udyogkarmi Express,12944,KANPUR CENTRAL,VALSAD,1305,0 days 23:35:00,08:00:00,07:35:00
1032,SURAT - MAHUVA SF Exp,12945,SURAT,MAHUVA JN,1409,1 days 01:05:00,09:35:00,10:40:00
1033,Azimabad Express,12947,AHMEDABAD JN,PATNA JN,1772,1 days 07:00:00,21:30:00,04:30:00
1034,Azimabad Express,12948,PATNA JN,AHMEDABAD JN,1772,1 days 06:20:00,23:30:00,05:50:00
1035,PORBANDAR - K SANTRAGANCHI Kavi Guru SF Exp,12949,PORBANDAR,SANTRAGACHI JN,2657,2 days 00:15:00,07:55:00,08:10:00
1036,Mumbai Central-New Delhi Rajdhani Express,12951,Mumbai Central,NEW DELHI,1384,0 days 15:50:00,16:40:00,08:30:00
1037,Mumbai-Jaipur SF Express,12955,Mumbai Central,JAIPUR,1159,0 days 18:00:00,18:50:00,12:50:00
1038,Jaipur-Mumbai SF Express,12956,JAIPUR,Mumbai Central,1159,0 days 17:40:00,14:10:00,07:50:00
1039,MUMBAI DADAR - BHUJ SF Exp,12959,MUMBAI DADAR WEST,BHUJ,977,0 days 17:45:00,23:55:00,17:40:00
1040,BHUJ - MUMBAI DADAR SF Exp,12960,BHUJ,MUMBAI DADAR WEST,977,0 days 17:45:00,18:30:00,12:15:00
1041,Avantika Express,12961,Mumbai Central,INDORE JN BG,829,0 days 13:55:00,19:05:00,09:00:00
1042,Avantika Express,12962,INDORE JN BG,Mumbai Central,829,0 days 14:45:00,15:50:00,06:35:00
1043,Gwalior Udaipur Express,12965,GWALIOR JN,UDAIPUR CITY,794,0 days 14:20:00,15:50:00,06:10:00
1044,Udaipur Gwalior Express,12966,UDAIPUR CITY,GWALIOR JN,794,0 days 14:25:00,22:20:00,12:45:00
1045,Chennai-Jaipur SF Express,12967,CHENNAI CENTRAL,JAIPUR,2185,1 days 12:20:00,17:35:00,05:55:00
1046,Jaipur-Chennai SF Express,12968,JAIPUR,CHENNAI CENTRAL,2185,1 days 14:05:00,19:40:00,09:45:00
1047,Coimbatore-Jaipur Express,12969,COIMBATORE JN,JAIPUR,2682,1 days 20:40:00,09:15:00,05:55:00
1048,Jaipur-Coimbatore Express,12970,JAIPUR,COIMBATORE JN,2682,1 days 22:20:00,19:40:00,18:00:00
1049,Bhavnagar Express,12971,MUMBAI BANDRA TERMINUS,BHAVNAGAR TERMINUS,778,0 days 14:05:00,21:25:00,11:30:00
1050,Indore-Jaipur SF Express,12973,INDORE JN BG,JAIPUR,599,0 days 09:30:00,22:30:00,08:00:00
1051,Jaipur Indore SF Express,12974,JAIPUR,INDORE JN BG,599,0 days 10:00:00,21:10:00,07:10:00
1052,Mysore-Jaipur SF Express,12975,MYSORE JN,JAIPUR,2479,1 days 19:40:00,10:15:00,05:55:00
1053,Jaipur-Mysore SF Express,12976,JAIPUR,MYSORE JN,2479,1 days 20:40:00,19:40:00,16:20:00
1054,ERNAKULAM - AJMER Marusagar Exp,12977,ERNAKULAM JN,AJMER JN,2859,1 days 20:25:00,19:50:00,16:15:00
1055,AJMER - ERNAKULAM Marusagar Exp,12978,AJMER JN,ERNAKULAM JN,2859,1 days 20:40:00,07:40:00,04:20:00
1056,Mumbai Bandra (T.) - Jaipur (Tri-weekly) SF Exp,12979,MUMBAI BANDRA TERMINUS,JAIPUR,1148,0 days 18:45:00,15:45:00,10:30:00
1057,Chetak Express,12981,DELHI SARAI ROHILLA,UDAIPUR CITY,673,0 days 12:10:00,19:40:00,07:50:00
1058,Chetak Express,12982,UDAIPUR CITY,DELHI SARAI ROHILLA,673,0 days 11:50:00,17:20:00,05:10:00
1059,Ajmer-Chandigarh GaribRath Express,12983,AJMER JN,CHANDIGARH,740,0 days 12:45:00,17:55:00,06:40:00
1060,Chandigarh-Ajmer GaribRath,12984,CHANDIGARH,AJMER JN,740,0 days 12:50:00,21:05:00,09:55:00
1061,Ajmer Sealdah Express,12988,AJMER JN,KOLKATA SEALDAH,1642,1 days 03:10:00,12:45:00,15:55:00
1062,Dadar Ajmer Superfast Express,12989,MUMBAI DADAR WEST,AJMER JN,976,0 days 17:30:00,14:35:00,08:05:00
1063,Ajmer-Dadar SF Express,12990,AJMER JN,MUMBAI DADAR WEST,976,0 days 17:30:00,19:20:00,12:50:00
1064,Udaipur-Ajmer Express,12991,UDAIPUR CITY,AJMER JN,301,0 days 05:25:00,06:15:00,11:40:00
1065,Ajmer Udaipur Express,12992,AJMER JN,UDAIPUR CITY,301,0 days 05:15:00,16:15:00,21:30:00
1066,Chennai Beach TambaramEMU (12 car),40027,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:46:00,09:41:00
1067,Chennai Beach TambaramEMU (12 car),40033,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,09:16:00,10:11:00
1068,Chennai Beach TambaramEMU,40055,CHENNAI BEACH,TAMBARAM,29,0 days 00:55:00,10:30:00,11:25:00
1069,Chakradharpur Tatanagar Passenger,58610,CHAKRADHARPUR,TATANAGAR JN,62,0 days 01:45:00,06:00:00,07:45:00
1070,Ahmedabad-Asansol (Weekly) SF Parasnath Express,12941,AHMEDABAD JN,ASANSOL JN,2021,1 days 10:55:00,23:25:00,10:20:00
1071,Asansol Ahmedabad (Weekly) SF Express,12942,ASANSOL JN,AHMEDABAD JN,2021,1 days 10:00:00,19:50:00,05:50:00
1072,August Kranti Rajdhani Express,12954,DELHI H NIZAMUDDIN,Mumbai Central,1377,0 days 17:40:00,16:55:00,10:35:00
1073,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres,12957,AHMEDABAD JN,NEW DELHI,934,0 days 13:40:00,17:45:00,07:25:00
1074,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres,12958,NEW DELHI,AHMEDABAD JN,934,0 days 13:40:00,19:55:00,09:35:00
1075,Mewar Express,12963,DELHI H NIZAMUDDIN,UDAIPUR CITY,743,0 days 12:15:00,19:05:00,07:20:00
1076,Mewar Express,12964,UDAIPUR CITY,DELHI H NIZAMUDDIN,743,0 days 12:15:00,18:15:00,06:30:00
1077,Bandra-Udaipur SF Express,12995,MUMBAI BANDRA TERMINUS,UDAIPUR CITY,945,0 days 17:10:00,15:45:00,08:55:00
1078,Udaipur Bandra SF Express Slip,12996,UDAIPUR CITY,MUMBAI BANDRA TERMINUS,945,0 days 16:55:00,21:35:00,14:30:00
1079,Tirunelveli - Hapa (Biweekly) SF Express,12997,TIRUNELVELI,HAPA,2730,1 days 20:05:00,05:55:00,02:00:00
1080,Hapa-Tirunelveli Express,12998,HAPA,TIRUNELVELI,2730,1 days 20:10:00,21:20:00,17:30:00
1081,Howrah-Amritsar Mail,13005,HOWRAH JN,AMRITSAR JN,1910,1 days 13:45:00,19:10:00,08:55:00
1082,Udyan Abha Toofan Express,13007,HOWRAH JN,SHRI GANGANAGAR,1978,1 days 21:35:00,09:35:00,07:10:00
1083,Udyan Abha Toofan Express Slip,13008-Slip,SHRI GANGANAGAR,Kalka,433,0 days 09:00:00,20:50:00,05:50:00
1084,Doon Express,13009,HOWRAH JN,DEHRADUN,1557,1 days 10:35:00,20:35:00,07:10:00
1085,Doon Express Slip,13009-Slip,HOWRAH JN,KOTDWARA,1461,1 days 09:20:00,20:35:00,05:55:00
1086,Doon Express,13010,DEHRADUN,HOWRAH JN,1557,1 days 10:30:00,20:25:00,06:55:00
1087,InterCity Express,13011,HOWRAH JN,MALDA TOWN,340,0 days 07:25:00,15:25:00,22:50:00
1088,InterCity Express,13012,MALDA TOWN,HOWRAH JN,340,0 days 06:55:00,04:30:00,11:25:00
1089,Howrah Bolpur KaviGuru Express,13015,HOWRAH JN,BOLPUR SHANTINIKETAN,158,0 days 03:00:00,10:45:00,13:45:00
1090,Ganadevta Express,13017,HOWRAH JN,AZIMGANJ JN,278,0 days 07:00:00,06:05:00,13:05:00
1091,Ganadevta Express,13018,AZIMGANJ JN,HOWRAH JN,278,0 days 06:15:00,15:30:00,21:45:00
1092,Bagh Express,13019,HOWRAH JN,KATHGODAM,1521,1 days 11:45:00,21:45:00,09:30:00
1093,Bagh Express,13020,KATHGODAM,HOWRAH JN,1521,1 days 14:45:00,21:55:00,12:40:00
1094,Mithila Express,13021,HOWRAH JN,RAXAUL JN,693,0 days 16:45:00,15:45:00,08:30:00
1095,Mithila Express,13022,RAXAUL JN,HOWRAH JN,693,0 days 18:00:00,10:00:00,04:00:00
1096,Howrah-Gaya Express,13023,HOWRAH JN,GAYA JN,654,0 days 15:05:00,19:50:00,10:55:00
1097,Howrah-Bhopal Express,13025,HOWRAH JN,BHOPAL JN,1459,1 days 05:05:00,13:25:00,18:30:00
1098,Bhopal-Howrah Express,13026,BHOPAL JN,HOWRAH JN,1459,1 days 07:25:00,07:35:00,15:00:00
1099,Kaviguru Express,13027,HOWRAH JN,AZIMGANJ JN,278,0 days 05:50:00,22:40:00,04:30:00
1100,Kaviguru Express,13028,AZIMGANJ JN,HOWRAH JN,278,0 days 06:15:00,07:40:00,13:55:00
1101,Howrah-Rajgir Express Slip,13039,HOWRAH JN,Rajgir,552,0 days 15:50:00,20:20:00,12:10:00
1102,Janata Express,13040,OLD DELHI,HOWRAH JN,1540,1 days 14:25:00,15:40:00,06:05:00
1103,Howrah-Amritsar Express,13049,HOWRAH JN,AMRITSAR JN,1922,1 days 20:10:00,14:00:00,10:10:00
1104,Amritsar Howrah Express,13050,AMRITSAR JN,HOWRAH JN,1922,1 days 21:35:00,18:10:00,15:45:00
1105,Hool Express,13051,HOWRAH JN,SIURI,241,0 days 04:55:00,06:45:00,11:40:00
1106,Hool Express,13052,SIURI,HOWRAH JN,241,0 days 04:55:00,13:30:00,18:25:00
1107,Siuri-Howrah Intercity Express,13054,SIURI,HOWRAH JN,211,0 days 04:50:00,17:50:00,22:40:00
1108,Howrah Express,13072,JAMALPUR JN,HOWRAH JN,467,0 days 10:00:00,19:30:00,05:30:00
1109,Bhagirathi Express,13104,Lalgola,KOLKATA SEALDAH,227,0 days 04:35:00,05:50:00,10:25:00
1110,Sealdah-Ballia Express,13105,KOLKATA SEALDAH,BALLIA,679,0 days 16:45:00,13:25:00,06:10:00
1111,Ballia-Sealdah Express,13106,BALLIA,KOLKATA SEALDAH,679,0 days 18:35:00,09:00:00,03:35:00
1112,Maitree Express BR,13107,Dhaca Cantt.,KOLKATA CHITPUR,375,0 days 11:45:00,07:00:00,18:45:00
1113,Maitree Express BR,13108,KOLKATA CHITPUR,Dhaca Cantt.,375,0 days 10:50:00,07:10:00,18:00:00
1114,Maitree Express IR,13109,KOLKATA CHITPUR,Dhaca Cantt.,375,0 days 10:50:00,07:10:00,18:00:00
1115,Maitree Express,13110,Dhaca Cantt.,KOLKATA CHITPUR,375,0 days 11:45:00,07:00:00,18:45:00
1116,Lal Quila Express,13111,KOLKATA CHITPUR,OLD DELHI,1527,1 days 06:55:00,20:15:00,03:10:00
1117,Lal Quila Express Slip,13111-Slip,KOLKATA CHITPUR,Giridih,322,0 days 08:15:00,20:15:00,04:30:00
1118,Chennai Beach TambaramEMU (12 car),40035,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,09:21:00,10:16:00
1119,Chennai Beach TambaramEMU,40059,CHENNAI BEACH,TAMBARAM,29,0 days 00:55:00,10:40:00,11:35:00
1120,Udyan Abha Toofan Express,13008,MUGHAL SARAI JN,HOWRAH JN,755,0 days 17:55:00,01:25:00,19:20:00
1121,Barddhaman Rampurhat Tri-Weekly Express,13013,BARDDHAMAN JN,RAMPUR HAT,112,0 days 02:20:00,07:15:00,09:35:00
1122,Rampurhat-Barddhaman Tri-Weekly Express,13014,RAMPUR HAT,BARDDHAMAN JN,112,0 days 02:40:00,18:40:00,21:20:00
1123,Bolpur-Howrah Kavi Guru Express,13016,BOLPUR SHANTINIKETAN,HOWRAH JN,158,0 days 03:05:00,14:10:00,17:15:00
1124,Gaya-Howrah Express,13024,GAYA JN,HOWRAH JN,654,0 days 15:30:00,12:10:00,03:40:00
1125,Lal Quila Express,13112,OLD DELHI,KOLKATA CHITPUR,1552,1 days 10:40:00,20:50:00,07:30:00
1126,Hazarduari Express,13113,KOLKATA CHITPUR,Lalgola,223,0 days 05:20:00,06:50:00,12:10:00
1127,Hazarduari Express,13114,Lalgola,KOLKATA CHITPUR,223,0 days 05:35:00,15:50:00,21:25:00
1128,Kolkata Berhampore Court Express,13117,KOLKATA CHITPUR,Berhampore Court,182,0 days 03:50:00,20:30:00,00:20:00
1129,Berhampore Court Kolkata Express,13118,Berhampore Court,KOLKATA CHITPUR,182,0 days 04:15:00,07:20:00,11:35:00
1130,Sealdah-Varanasi Express,13133,KOLKATA SEALDAH,VARANASI JN,871,1 days 00:25:00,21:15:00,21:40:00
1131,Varanasi- Sealdah Express,13134,VARANASI JN,KOLKATA SEALDAH,871,1 days 02:15:00,08:40:00,10:55:00
1132,Testa Torsa Express,13141,KOLKATA SEALDAH,NEW ALIPURDAUR,716,0 days 17:35:00,13:40:00,07:15:00
1133,Testa Torsa Express Slip,13141-Slip,KOLKATA SEALDAH,HALDIBARI,628,0 days 15:25:00,13:40:00,05:05:00
1134,Teesta Torsa Express,13142,NEW ALIPURDAUR,KOLKATA SEALDAH,716,0 days 16:50:00,11:45:00,04:35:00
1135,Radhikapur Express,13145,KOLKATA CHITPUR,Radhikapur,476,0 days 11:20:00,19:30:00,06:50:00
1136,Radhikapur Express,13146,Radhikapur,KOLKATA CHITPUR,476,0 days 11:45:00,17:50:00,05:35:00
1137,Uttar Banga Express,13147,KOLKATA SEALDAH,NEW COOCH BEHAR,693,0 days 13:50:00,19:35:00,09:25:00
1138,Uttar Banga Express,13148,NEW COOCH BEHAR,KOLKATA SEALDAH,693,0 days 13:55:00,15:15:00,05:10:00
1139,Kanchan Kanya Express,13149,KOLKATA SEALDAH,ALIPUR DUAR JN,735,0 days 15:40:00,20:30:00,12:10:00
1140,Kanchan Kanya Express,13150,ALIPUR DUAR JN,KOLKATA SEALDAH,735,0 days 15:30:00,16:45:00,08:15:00
1141,JammuTawi-Kolkata Chitpur Express,13152,JAMMU TAWI,KOLKATA CHITPUR,1982,1 days 20:50:00,19:00:00,15:50:00
1142,Gour Express Slip,13153-Slip,KOLKATA SEALDAH,BALURGHAT,454,0 days 11:25:00,22:15:00,09:40:00
1143,Malda Town-Sealdah Gour Express,13154,MALDA TOWN,KOLKATA SEALDAH,347,0 days 07:45:00,21:35:00,05:20:00
1144,SITAMARHI - KOLKATA CHITPUR Mithilanchal Exp,13156,SITAMARHI JN,KOLKATA CHITPUR,553,0 days 13:00:00,14:45:00,03:45:00
1145,KOLKATA CHITPUR - JOGBANI Exp,13159,KOLKATA CHITPUR,JOGBANI,542,0 days 14:20:00,20:55:00,11:15:00
1146,JOGBANI - KOLKATA CHITPUR Exp,13160,JOGBANI,KOLKATA CHITPUR,542,0 days 13:10:00,14:35:00,03:45:00
1147,KOLKATA CHITPUR - BALURGHAT Tebhaga Exp,13161,KOLKATA CHITPUR,BALURGHAT,438,0 days 09:10:00,12:55:00,22:05:00
1148,BALURGHAT - KOLKATA CHITPUR Tebhaga Exp,13162,BALURGHAT,KOLKATA CHITPUR,437,0 days 08:50:00,05:35:00,14:25:00
1149,Hatey Bazare Express,13163,KOLKATA SEALDAH,SAHARSA JN,589,0 days 16:05:00,20:10:00,12:15:00
1150,Hatey Bazare Express,13164,SAHARSA JN,KOLKATA SEALDAH,589,0 days 16:55:00,14:20:00,07:15:00
1151,Ganga Sagar Express,13185,KOLKATA SEALDAH,JAYNAGAR,624,0 days 16:15:00,15:40:00,07:55:00
1152,Ganga Sagar Express,13186,JAYNAGAR,KOLKATA SEALDAH,624,0 days 14:50:00,16:05:00,06:55:00
1153,Rampurhat- Sealdah Express,13188,RAMPUR HAT,KOLKATA SEALDAH,226,0 days 04:40:00,14:05:00,18:45:00
1154,MUMBAI LTT - RAJENDRA NAGAR PATNA Janta Exp,13202,LOKMANYA TILAK TERM,RAJENDRA NAGAR BIHAR,1715,1 days 11:40:00,22:15:00,09:55:00
1155,Jaynagar-Danapur Intercity,13225,JAYNAGAR,DANAPUR,277,0 days 09:55:00,10:45:00,20:40:00
1156,Danapur-Jaynagar Intercity,13226,DANAPUR,JAYNAGAR,277,0 days 08:15:00,06:45:00,15:00:00
1157,Rajgriha Express,13233,Rajgir,DANAPUR,109,0 days 03:25:00,14:40:00,18:05:00
1158,Rajgriha Express,13234,DANAPUR,Rajgir,109,0 days 03:45:00,08:45:00,12:30:00
1159,Patna Mathura Express,13237,PATNA JN,MATHURA JN,938,0 days 19:30:00,11:50:00,07:20:00
1160,Mathura Patna Express,13238,MATHURA JN,PATNA JN,936,0 days 19:20:00,22:00:00,17:20:00
1161,Patna Mathura Express,13239,PATNA JN,MATHURA JN,895,0 days 19:30:00,11:50:00,07:20:00
1162,Mathura Patna Express,13240,MATHURA JN,PATNA JN,895,0 days 19:20:00,22:00:00,17:20:00
1163,Banka Patna Express,13241,Banka,RAJENDRA NAGAR BIHAR,272,0 days 07:45:00,07:30:00,15:15:00
1164,Patna Banka Express,13242,RAJENDRA NAGAR BIHAR,Banka,272,0 days 07:25:00,23:25:00,06:50:00
1165,Patna Dehri On Sone InterCity Express,13243,PATNA JN,DEHRI ON SONE,177,0 days 04:55:00,17:30:00,22:25:00
1166,RAJENDRA NAGAR - GUWAHATI Capital Exp,13248,RAJENDRA NAGAR BIHAR,GUWAHATI,980,0 days 22:50:00,22:15:00,21:05:00
1167,Indore-Rajendranagar Express,19321,INDORE JN BG,RAJENDRA NAGAR BIHAR,1400,1 days 02:55:00,14:00:00,16:55:00
1168,Chennai Beach TambaramEMU (12 car),40037,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,09:26:00,10:21:00
1169,Sahibganj-Danapur InterCity,13235,SAHIBGANJ JN,DANAPUR,306,0 days 09:12:00,14:25:00,23:37:00
1170,Danapur-Sahibganj InterCity,13236,DANAPUR,SAHIBGANJ JN,306,0 days 08:00:00,05:05:00,13:05:00
1171,Dehri On Sone Patna InterCity Express,13244,DEHRI ON SONE,PATNA JN,177,0 days 04:40:00,05:20:00,10:00:00
